operator_id,ape
Operator_11,0.8179536484838488
Operator_1,0.815141210157933
Operator_8,0.802700114741952
Operator_2,0.789234735213327
Operator_12,0.7720985999059531
Operator_3,0.7593099788620378
Operator_5,0.7467256243400946
Operator_9,0.7386515611315568
Operator_6,0.7220339554377986
Operator_4,0.712308599245341
Operator_10,0.6910060013032882
Operator_13,0.6730311881462864
Operator_7,0.20555522813663063
Operator_14,0.20092221177247838
